Name,Category,US,RU
Weapons/M27IAR/U_M27IAR_Ballistic_Scope,Weapons,1,1
Weapons/M27IAR/U_M27IAR_Bipod,Weapons,1,1
Weapons/M27IAR/U_M27IAR_EOTech,Weapons,1,1
Weapons/M27IAR/U_M27IAR_ExtendedMag,Weapons,1,1
Weapons/M27IAR/U_M27IAR_Flashlight,Weapons,1,1
Weapons/M27IAR/U_M27IAR_FlashSuppressor,Weapons,1,1
Weapons/M27IAR/U_M27IAR_Foregrip,Weapons,1,1
Weapons/M27IAR/U_M27IAR_HeavyBarrel,Weapons,1,1
Weapons/M27IAR/U_M27IAR_IRNV,Weapons,1,1
Weapons/M27IAR/U_M27IAR_Kobra,Weapons,1,1
Weapons/M27IAR/U_M27IAR_M145,Weapons,1,1
Weapons/M27IAR/U_M27IAR_PK-AS,Weapons,1,1
Weapons/M27IAR/U_M27IAR_PKA,Weapons,1,1
Weapons/M27IAR/U_M27IAR_PKS-07,Weapons,1,1
Weapons/M27IAR/U_M27IAR_PSO-1,Weapons,1,1
Weapons/M27IAR/U_M27IAR_Rifle_Scope,Weapons,1,1
Weapons/M27IAR/U_M27IAR_RU,Weapons,1,1
Weapons/M27IAR/U_M27IAR_RX01,Weapons,1,1
Weapons/M27IAR/U_M27IAR_Silencer,Weapons,1,1
Weapons/M27IAR/U_M27IAR_TargetPointer,Weapons,1,1
Weapons/M39EBR/U_M39EBR,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Acog,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Ballistic_scope,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Bipod,Weapons,1,1
Weapons/M39EBR/U_M39EBR_CAMO_1,Weapons,1,1
Weapons/M39EBR/U_M39EBR_CAMO_2,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Eotech,Weapons,1,1
Weapons/M39EBR/U_M39EBR_ExtendedMag,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Flashlight,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Flashsuppressor,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Foregrip,Weapons,1,1
Weapons/M39EBR/U_M39EBR_IRNV,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Kobra,Weapons,1,1
Weapons/M39EBR/U_M39EBR_M145,Weapons,1,1
Weapons/M39EBR/U_M39EBR_PK-AS,Weapons,1,1
Weapons/M39EBR/U_M39EBR_PKA,Weapons,1,1
Weapons/M39EBR/U_M39EBR_PKS-07,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Posh,Weapons,1,1
Weapons/M39EBR/U_M39EBR_PSO-1,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Rifle_scope,Weapons,1,1
Weapons/M39EBR/U_M39EBR_RX01,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Silencer,Weapons,1,1
Weapons/M39EBR/U_M39EBR_Target_pointer,Weapons,1,1
Weapons/M40A5/U_M40A5,Weapons,1,1
Weapons/M40A5/U_M40A5_Acog,Weapons,1,1
Weapons/M40A5/U_M40A5_Ballistic_Scope,Weapons,1,1
Weapons/M40A5/U_M40A5_Bipod,Weapons,1,1
Weapons/M40A5/U_M40A5_EOTech,Weapons,1,1
Weapons/M40A5/U_M40A5_Flashlight,Weapons,1,1
Weapons/M40A5/U_M40A5_Flash_Suppressor,Weapons,1,1
Weapons/M40A5/U_M40A5_IRNV,Weapons,1,1
Weapons/M40A5/U_M40A5_Kobra,Weapons,1,1
Weapons/M40A5/U_M40A5_M145,Weapons,1,1
Weapons/M40A5/U_M40A5_PK-AS,Weapons,1,1
Weapons/M40A5/U_M40A5_PKA,Weapons,1,1
Weapons/M40A5/U_M40A5_PKS-07,Weapons,1,1
Weapons/M40A5/U_M40A5_PSO-1,Weapons,1,1
Weapons/M40A5/U_M40A5_Rifle_Scope,Weapons,1,1
Weapons/M40A5/U_M40A5_RX01,Weapons,1,1
Weapons/M40A5/U_M40A5_Silencer,Weapons,1,1
Weapons/M40A5/U_M40A5_SP_SNIPER_NVG,Weapons,1,1
Weapons/M40A5/U_M40A5_StraightPull,Weapons,1,1
Weapons/M40A5/U_M40A5_Target_Pointer,Weapons,1,1
Weapons/M416/U_M416,Weapons,1,1
Weapons/M416/U_M416_12g_Buck,Weapons,1,1
Weapons/M416/U_M416_12g_Flechette,Weapons,1,1
Weapons/M416/U_M416_12g_Frag,Weapons,1,1
Weapons/M416/U_M416_12g_Slug,Weapons,1,1
Weapons/M416/U_M416_40mm_HE,Weapons,1,1
Weapons/M416/U_M416_40mm_LVG,Weapons,1,1
Weapons/M416/U_M416_40mm_SHG,Weapons,1,1
Weapons/M416/U_M416_40mm_SMK,Weapons,1,1
Weapons/M416/U_M416_ACOG,Weapons,1,1
Weapons/M416/U_M416_Ballistic_Scope,Weapons,1,1
Weapons/M416/U_M416_Bipod,Weapons,1,1
Weapons/M416/U_M416_CAMO_1,Weapons,1,1
Weapons/M416/U_M416_CAMO_2,Weapons,1,1
Weapons/M416/U_M416_EOTech,Weapons,1,1
Weapons/M416/U_M416_Flashlight,Weapons,1,1
Weapons/M416/U_M416_Flashsuppressor,Weapons,1,1
Weapons/M416/U_M416_Foregrip,Weapons,1,1
Weapons/M416/U_M416_HeavyBarrel,Weapons,1,1
Weapons/M416/U_M416_IRNV,Weapons,1,1
Weapons/M416/U_M416_Kobra,Weapons,1,1
Weapons/M416/U_M416_M145,Weapons,1,1
Weapons/M416/U_M416_M26_Buck,Weapons,1,1
Weapons/M416/U_M416_M26_Flechette,Weapons,1,1
Weapons/M416/U_M416_M26_Frag,Weapons,1,1
Weapons/M416/U_M416_M26_Slug,Weapons,1,1
Weapons/M416/U_M416_M320_HE,Weapons,1,1
Weapons/M416/U_M416_M320_LVG,Weapons,1,1
Weapons/M416/U_M416_M320_SHG,Weapons,1,1
Weapons/M416/U_M416_M320_SMK,Weapons,1,1
Weapons/M416/U_M416_PK-AS,Weapons,1,1
Weapons/M416/U_M416_PKA,Weapons,1,1
Weapons/M416/U_M416_PKS-07,Weapons,1,1
Weapons/M416/U_M416_PSO-1,Weapons,1,1
Weapons/M416/U_M416_Rifle_Scope,Weapons,1,1
Weapons/M416/U_M416_RX01,Weapons,1,1
Weapons/M416/U_M416_Silencer,Weapons,1,1
Weapons/M416/U_M416_TargetPointer,Weapons,1,1
Weapons/M4A1/U_M4,Weapons,1,1
Weapons/M4A1/U_M4A1,Weapons,1,1
Weapons/M4A1/U_M4A1_ACOG,Weapons,1,1
Weapons/M4A1/U_M4A1_Ballistic_Scope,Weapons,1,1
Weapons/M4A1/U_M4A1_Bipod,Weapons,1,1
Weapons/M4A1/U_M4A1_EOTech,Weapons,1,1
Weapons/M4A1/U_M4A1_Flashlight,Weapons,1,1
Weapons/M4A1/U_M4A1_FlashSuppressor,Weapons,1,1
Weapons/M4A1/U_M4A1_Foregrip,Weapons,1,1
Weapons/M4A1/U_M4A1_HeavyBarrel,Weapons,1,1
Weapons/M4A1/U_M4A1_IRNV,Weapons,1,1
Weapons/M4A1/U_M4A1_Kobra,Weapons,1,1
Weapons/M4A1/U_M4A1_M145,Weapons,1,1
Weapons/M4A1/U_M4A1_PK-AS,Weapons,1,1
Weapons/M4A1/U_M4A1_PKA,Weapons,1,1
Weapons/M4A1/U_M4A1_PKS-07,Weapons,1,1
Weapons/M4A1/U_M4A1_PSO-1,Weapons,1,1
Weapons/M4A1/U_M4A1_Rifle_Scope,Weapons,1,1
Weapons/M4A1/U_M4A1_RU,Weapons,1,1
Weapons/M4A1/U_M4A1_RX01,Weapons,1,1
Weapons/M4A1/U_M4A1_Silencer,Weapons,1,1
Weapons/M4A1/U_M4A1_Targetpointer,Weapons,1,1
Weapons/M4A1/U_M4_Burst,Weapons,1,1
Weapons/M60/U_M60,Weapons,1,1
Weapons/M60/U_M60_Acog,Weapons,1,1
Weapons/M60/U_M60_Ballistic_scope,Weapons,1,1
Weapons/M60/U_M60_Bipod,Weapons,1,1
Weapons/M60/U_M60_Eotech,Weapons,1,1
Weapons/M60/U_M60_ExtendedMag,Weapons,1,1
Weapons/M60/U_M60_Flashlight,Weapons,1,1
Weapons/M60/U_M60_Flashsuppressor,Weapons,1,1
Weapons/M60/U_M60_Foregrip,Weapons,1,1
Weapons/M60/U_M60_IRNV,Weapons,1,1
Weapons/M60/U_M60_Kobra,Weapons,1,1
Weapons/M60/U_M60_M145,Weapons,1,1
Weapons/M60/U_M60_PK-AS,Weapons,1,1
Weapons/M60/U_M60_PKA,Weapons,1,1
Weapons/M60/U_M60_PKS-07,Weapons,1,1
Weapons/M60/U_M60_PSO-1,Weapons,1,1
Weapons/M60/U_M60_Rifle_scope,Weapons,1,1
Weapons/M60/U_M60_RX01,Weapons,1,1
Weapons/M60/U_M60_Silencer,Weapons,1,1
Weapons/M60/U_M60_Targetpointer,Weapons,1,1
Weapons/M67/U_M67,Weapons,1,1
Weapons/M67/U_M67_AI,Weapons,1,1
Weapons/M82A3/U_M82A3,Weapons,1,1
Weapons/M82A3/U_M82_ACOG,Weapons,1,1
Weapons/M82A3/U_M82_BallisticScope,Weapons,1,1
Weapons/M82A3/U_M82_Bipod,Weapons,1,1
Weapons/M82A3/U_M82_EOTech,Weapons,1,1
Weapons/M82A3/U_M82_FlashLight,Weapons,1,1
Weapons/M82A3/U_M82_IRNV,Weapons,1,1
Weapons/M82A3/U_M82_Kobra,Weapons,1,1
Weapons/M82A3/U_M82_M145,Weapons,1,1
Weapons/M82A3/U_M82_PK-AS,Weapons,1,1
Weapons/M82A3/U_M82_PKA,Weapons,1,1
Weapons/M82A3/U_M82_PKS-07,Weapons,1,1
Weapons/M82A3/U_M82_PSO-1,Weapons,1,1
Weapons/M82A3/U_M82_RifleScope,Weapons,1,1
Weapons/M82A3/U_M82_RX01,Weapons,1,1
Weapons/M82A3/U_M82_SP_Villa_IRNV,Weapons,1,1
Weapons/M82A3/U_M82_TargetPointer,Weapons,1,1
Weapons/M9/U_M9,Weapons,1,1
Weapons/M9/U_M9_CoopManDown,Weapons,1,1
Weapons/M9/U_M9_Flashlight,Weapons,1,1
Weapons/M9/U_M9_GM,Weapons,1,1
Weapons/M9/U_M9_New_York,Weapons,1,1
Weapons/M9/U_M9_RU,Weapons,1,1
Weapons/M9/U_M9_Silenced,Weapons,1,1
Weapons/M9/U_M9_Silencer,Weapons,1,1
Weapons/M9/U_M9_TacticalLight,Weapons,1,1
Weapons/M9/U_M9_TargetPointer,Weapons,1,1
Weapons/M93R/U_M93R,Weapons,1,1
Weapons/M93R/U_M93R_GM,Weapons,1,1
Weapons/M93R/U_M93R_Laser,Weapons,1,1
Weapons/M93R/U_M93R_TargetPointer,Weapons,1,1
Weapons/Machete/U_Machete,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_Acog,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_Ballistic_scope,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_Eotech,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_ExtendedMag,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_Flashlight,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_Flashsuppressor,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_IRNV,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_Kobra,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_M145,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_PK-AS,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_PKA,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_PKS-07,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_PSO-1,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_Rifle_scope,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_RX01,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_Silencer,Weapons,1,1
Weapons/MagpulPDR/U_MagpulPDR_Targetpointer,Weapons,1,1
Weapons/MK11/U_MK11,Weapons,1,1
Weapons/MK11/U_Mk11_ACOG,Weapons,1,1
Weapons/MK11/U_Mk11_Ballistic_Scope,Weapons,1,1
Weapons/MK11/U_Mk11_Bipod,Weapons,1,1
Weapons/MK11/U_Mk11_Coop_03,Weapons,1,1
Weapons/MK11/U_Mk11_EOTech,Weapons,1,1
Weapons/MK11/U_Mk11_Flashlight,Weapons,1,1
Weapons/MK11/U_Mk11_FlashSuppressor,Weapons,1,1
Weapons/MK11/U_Mk11_Foregrip,Weapons,1,1
Weapons/MK11/U_Mk11_IRNV,Weapons,1,1
Weapons/MK11/U_Mk11_Kobra,Weapons,1,1
Weapons/MK11/U_Mk11_M145,Weapons,1,1
Weapons/MK11/U_Mk11_PK-AS,Weapons,1,1
Weapons/MK11/U_Mk11_PKA,Weapons,1,1
Weapons/MK11/U_Mk11_PKS-07,Weapons,1,1
Weapons/MK11/U_Mk11_PSO-1,Weapons,1,1
Weapons/MK11/U_Mk11_Rifle_Scope,Weapons,1,1
Weapons/MK11/U_MK11_RU,Weapons,1,1
Weapons/MK11/U_Mk11_RX01,Weapons,1,1
Weapons/MK11/U_Mk11_Silencer,Weapons,1,1
Weapons/MK11/U_MK11_SP_Sniper_NVG,Weapons,1,1
Weapons/MK11/U_Mk11_TargetPointer,Weapons,1,1
Weapons/Model98B/U_M98B,Weapons,1,1
Weapons/Model98B/U_M98B_Acog,Weapons,1,1
Weapons/Model98B/U_M98B_Ballistic_Scope,Weapons,1,1
Weapons/Model98B/U_M98B_Bipod,Weapons,1,1
Weapons/Model98B/U_M98B_EOTech,Weapons,1,1
Weapons/Model98B/U_M98B_Flashlight,Weapons,1,1
Weapons/Model98B/U_M98B_Flash_Suppressor,Weapons,1,1
Weapons/Model98B/U_M98B_IRNV,Weapons,1,1
Weapons/Model98B/U_M98B_Kobra,Weapons,1,1
Weapons/Model98B/U_M98B_M145,Weapons,1,1
Weapons/Model98B/U_M98B_PK-AS,Weapons,1,1
Weapons/Model98B/U_M98B_PKA,Weapons,1,1
Weapons/Model98B/U_M98B_PKS-07,Weapons,1,1
Weapons/Model98B/U_M98B_PSO-1,Weapons,1,1
Weapons/Model98B/U_M98B_Rifle_Scope,Weapons,1,1
Weapons/Model98B/U_M98B_RX01,Weapons,1,1
Weapons/Model98B/U_M98B_Silencer,Weapons,1,1
Weapons/Model98B/U_M98B_StraightPull,Weapons,1,1
Weapons/Model98B/U_M98B_Target_Pointer,Weapons,1,1
Weapons/MP412Rex/U_MP412Rex,Weapons,1,1
Weapons/MP443/U_MP443,Weapons,1,1
Weapons/MP443/U_MP443_Flashlight,Weapons,1,1
Weapons/MP443/U_MP443_GM,Weapons,1,1
Weapons/MP443/U_MP443_Silenced,Weapons,1,1
Weapons/MP443/U_MP443_Silencer,Weapons,1,1
Weapons/MP443/U_MP443_TacticalLight,Weapons,1,1
Weapons/MP443/U_MP443_US,Weapons,1,1
Weapons/MP7/U_MP7,Weapons,1,1
Weapons/MP7/U_MP7_Acog,Weapons,1,1
Weapons/MP7/U_MP7_Eotech,Weapons,1,1
Weapons/MP7/U_MP7_ExtendedMag,Weapons,1,1
Weapons/MP7/U_MP7_Flashlight,Weapons,1,1
Weapons/MP7/U_MP7_Flash_Suppressor,Weapons,1,1
Weapons/MP7/U_MP7_IRNV,Weapons,1,1
Weapons/MP7/U_MP7_Kobra,Weapons,1,1
Weapons/MP7/U_MP7_M145,Weapons,1,1
Weapons/MP7/U_MP7_PK-AS,Weapons,1,1
Weapons/MP7/U_MP7_PKA,Weapons,1,1
Weapons/MP7/U_MP7_RX01,Weapons,1,1
Weapons/MP7/U_MP7_Silencer,Weapons,1,1
Weapons/MP7/U_MP7_Targetpointer,Weapons,1,1
Weapons/P90/U_P90,Weapons,1,1
Weapons/P90/U_P90_Acog,Weapons,1,1
Weapons/P90/U_P90_Eotech,Weapons,1,1
Weapons/P90/U_P90_Flashlight,Weapons,1,1
Weapons/P90/U_P90_Flashsuppressor,Weapons,1,1
Weapons/P90/U_P90_GM,Weapons,1,1
Weapons/P90/U_P90_IRNV,Weapons,1,1
Weapons/P90/U_P90_Kobra,Weapons,1,1
Weapons/P90/U_P90_M145,Weapons,1,1
Weapons/P90/U_P90_PK-AS,Weapons,1,1
Weapons/P90/U_P90_PKA,Weapons,1,1
Weapons/P90/U_P90_RX01,Weapons,1,1
Weapons/P90/U_P90_Silencer,Weapons,1,1
Weapons/P90/U_P90_Targetpointer,Weapons,1,1
Weapons/Pecheneg/U_Peceheneg_Camo_ATACS,Weapons,1,1
Weapons/Pecheneg/U_Peceheneg_Camo_KAMYSH,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Acog,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Ballistic_Scope,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Bipod,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_EOTech,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_ExtendedMag,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Flashlight,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Flash_Suppressor,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Foregrip,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_IRNV,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Kobra,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_M145,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_PK-AS,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_PKA,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_PKS-07,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_PSO-1,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Rifle_Scope,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_RX01,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Silencer,Weapons,1,1
Weapons/Pecheneg/U_Pecheneg_Target_Pointer,Weapons,1,1
Weapons/PP2000/U_PP2000,Weapons,1,1
Weapons/PP2000/U_PP2000_Acog,Weapons,1,1
Weapons/PP2000/U_PP2000_Eotech,Weapons,1,1
Weapons/PP2000/U_PP2000_Extendedmag,Weapons,1,1
Weapons/PP2000/U_PP2000_Flashlight,Weapons,1,1
Weapons/PP2000/U_PP2000_Flash_Suppressor,Weapons,1,1
Weapons/PP2000/U_PP2000_IRNV,Weapons,1,1
Weapons/PP2000/U_PP2000_Kobra,Weapons,1,1
Weapons/PP2000/U_PP2000_M145,Weapons,1,1
Weapons/PP2000/U_PP2000_PK-AS,Weapons,1,1
Weapons/PP2000/U_PP2000_PKA,Weapons,1,1
Weapons/PP2000/U_PP2000_RX01,Weapons,1,1
Weapons/PP2000/U_PP2000_Silencer,Weapons,1,1
Weapons/PP2000/U_PP2000_Targetpointer,Weapons,1,1
Weapons/Remington870/U_870,Weapons,1,1
Weapons/Remington870/U_870_ACOG,Weapons,1,1
Weapons/Remington870/U_870_Ballistic_Scope,Weapons,1,1
Weapons/Remington870/U_870_EOTech,Weapons,1,1
Weapons/Remington870/U_870_ExtendedMag,Weapons,1,1
Weapons/Remington870/U_870_FlashSuppressor,Weapons,1,1
Weapons/Remington870/U_870_Flash_Light,Weapons,1,1
Weapons/Remington870/U_870_Flechette,Weapons,1,1
Weapons/Remington870/U_870_Frag,Weapons,1,1
Weapons/Remington870/U_870_IRNV,Weapons,1,1
Weapons/Remington870/U_870_Kobra,Weapons,1,1
Weapons/Remington870/U_870_M145,Weapons,1,1
Weapons/Remington870/U_870_PK-AS,Weapons,1,1
Weapons/Remington870/U_870_PKA,Weapons,1,1
Weapons/Remington870/U_870_PKS-07,Weapons,1,1
Weapons/Remington870/U_870_PSO-1,Weapons,1,1
Weapons/Remington870/U_870_Rifle_scope,Weapons,1,1
Weapons/Remington870/U_870_RX01,Weapons,1,1
Weapons/Remington870/U_870_Silencer,Weapons,1,1
Weapons/Remington870/U_870_Slug,Weapons,1,1
Weapons/Remington870/U_870_Target_Pointer,Weapons,1,1
Weapons/RPG7/U_RPG7,Weapons,1,1
Weapons/RPG7/U_RPG7_AI,Weapons,1,1
Weapons/RPK/U_RPK-74M,Weapons,1,1
Weapons/RPK/U_RPK-74M_US,Weapons,1,1
Weapons/RPK/U_RPK_Acog,Weapons,1,1
Weapons/RPK/U_RPK_Ballistic_Scope,Weapons,1,1
Weapons/RPK/U_RPK_Bipod,Weapons,1,1
Weapons/RPK/U_RPK_EOTech,Weapons,1,1
Weapons/RPK/U_RPK_ExtendedMag,Weapons,1,1
Weapons/RPK/U_RPK_Flashlight,Weapons,1,1
Weapons/RPK/U_RPK_FlashSuppressor,Weapons,1,1
Weapons/RPK/U_RPK_Foregrip,Weapons,1,1
Weapons/RPK/U_RPK_HeavyBarrel,Weapons,1,1
Weapons/RPK/U_RPK_IRNV,Weapons,1,1
Weapons/RPK/U_RPK_Kobra,Weapons,1,1
Weapons/RPK/U_RPK_M145,Weapons,1,1
Weapons/RPK/U_RPK_PK-AS,Weapons,1,1
Weapons/RPK/U_RPK_PKA,Weapons,1,1
Weapons/RPK/U_RPK_PKS-07,Weapons,1,1
Weapons/RPK/U_RPK_PSO-01,Weapons,1,1
Weapons/RPK/U_RPK_Rifle_Scope,Weapons,1,1
Weapons/RPK/U_RPK_RX01,Weapons,1,1
Weapons/RPK/U_RPK_Silencer,Weapons,1,1
Weapons/RPK/U_RPK_TargetPointer,Weapons,1,1
Weapons/Sa18IGLA/U_Sa18IGLA,Weapons,1,1
Weapons/SAIGA20K/U_SAIGA_20K,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_ACOG,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Ballistic_Scope,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_EOTech,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_ExtendedMag,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Flashlight,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Flashsuppressor,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Flechette,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Frag,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_IRNV,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Kobra,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_M145,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_PK-AS,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_PKA,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_PKS-07,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_PSO-1,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Rifle_scope,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_RX01,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Silencer,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Slug,Weapons,1,1
Weapons/SAIGA20K/U_Saiga_20k_Targetpointer,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_Acog,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_BallisticScope,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_Bipod,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_CAMO_BERKUT,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_CAMO_DSRTTIGER,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_EOTech,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_Flashlight,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_FlashSuppressor,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_Foregrip,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_HeavyBarrel,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_IRNV,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_Kobra,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_M145,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_PK-AS,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_PKA,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_PKS-07,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_PSO-1,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_RifleScope,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_RX01,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_Silencer,Weapons,1,1
Weapons/SCAR-H/U_SCAR-H_TargetPointer,Weapons,1,1
Weapons/SG553LB/U_SG553LB,Weapons,1,1
Weapons/SG553LB/U_SG553LB_Acog,Weapons,1,1
Weapons/SG553LB/U_SG553LB_BallisticScope,Weapons,1,1
Weapons/SG553LB/U_SG553LB_Bipod,Weapons,1,1
Weapons/SG553LB/U_SG553LB_EOTech,Weapons,1,1
Weapons/SG553LB/U_SG553LB_Flashlight,Weapons,1,1
Weapons/SG553LB/U_SG553LB_FlashSuppressor,Weapons,1,1
Weapons/SG553LB/U_SG553LB_Foregrip,Weapons,1,1
Weapons/SG553LB/U_SG553LB_HeavyBarrel,Weapons,1,1
Weapons/SG553LB/U_SG553LB_IRNV,Weapons,1,1
Weapons/SG553LB/U_SG553LB_Kobra,Weapons,1,1
Weapons/SG553LB/U_SG553LB_M145,Weapons,1,1
Weapons/SG553LB/U_SG553LB_PK-AS,Weapons,1,1
Weapons/SG553LB/U_SG553LB_PKA,Weapons,1,1
Weapons/SG553LB/U_SG553LB_PKS-07,Weapons,1,1
Weapons/SG553LB/U_SG553LB_PSO-1,Weapons,1,1
Weapons/SG553LB/U_SG553LB_RifleScope,Weapons,1,1
Weapons/SG553LB/U_SG553LB_RX01,Weapons,1,1
Weapons/SG553LB/U_SG553LB_Silencer,Weapons,1,1
Weapons/SG553LB/U_SG553LB_TargetPointer,Weapons,1,1
Weapons/SKS/U_SKS,Weapons,1,1
Weapons/SKS/U_SKS_Acog,Weapons,1,1
Weapons/SKS/U_SKS_Ballistic_Scope,Weapons,1,1
Weapons/SKS/U_SKS_Bipod,Weapons,1,1
Weapons/SKS/U_SKS_CAMO_1,Weapons,1,1
Weapons/SKS/U_SKS_CAMO_2,Weapons,1,1
Weapons/SKS/U_SKS_EOTech,Weapons,1,1
Weapons/SKS/U_SKS_Flashlight,Weapons,1,1
Weapons/SKS/U_SKS_Flash_Suppressor,Weapons,1,1
Weapons/SKS/U_SKS_Foregrip,Weapons,1,1
Weapons/SKS/U_SKS_Heavy_Barrel,Weapons,1,1
Weapons/SKS/U_SKS_IRNV,Weapons,1,1
Weapons/SKS/U_SKS_Kobra,Weapons,1,1
Weapons/SKS/U_SKS_M145,Weapons,1,1
Weapons/SKS/U_SKS_PK-AS,Weapons,1,1
Weapons/SKS/U_SKS_PKA,Weapons,1,1
Weapons/SKS/U_SKS_PKS-07,Weapons,1,1
Weapons/SKS/U_SKS_PSO-1,Weapons,1,1
Weapons/SKS/U_SKS_Rifle_Scope,Weapons,1,1
Weapons/SKS/U_SKS_RX01,Weapons,1,1
Weapons/SKS/U_SKS_Silencer,Weapons,1,1
Weapons/SKS/U_SKS_Target_Pointer,Weapons,1,1
Weapons/SMAW/U_SMAW,Weapons,1,1
Weapons/SV98/U_SV98,Weapons,1,1
Weapons/SV98/U_SV98_Acog,Weapons,1,1
Weapons/SV98/U_SV98_Ballistic_scope,Weapons,1,1
Weapons/SV98/U_SV98_Bipod,Weapons,1,1
Weapons/SV98/U_SV98_Eotech,Weapons,1,1
